,ParcelId,OwnerName,Address,City,State,Zip
14736,106-00-02-005-000,CURRENT RESIDENT,INT S-20-116 & SC 34 E 860FT N OFF,WS-Jackson,SC,
14737,185-02-01-004-000,CURRENT RESIDENT,42 DISK LANE RESIDENCE,Fairfield,SC,
14738,185-02-01-003-000,CURRENT RESIDENT,186 SALUTATION LANE,Fairfield,SC,
14739,185-02-01-002-000,CURRENT RESIDENT,200 SALUTATION LANE,Fairfield,SC,
14740,185-02-01-001-000,CURRENT RESIDENT,218 SALUTATION LN,Fairfield,SC,
14741,167-04-02-010-000,CURRENT RESIDENT,92 JUJUBE DRIVE,Fairfield,SC,
14742,167-04-02-001-000,CURRENT RESIDENT,7448 STATE HWY 34 EAST,Fairfield,SC,
14743,145-02-14-012-000,CURRENT RESIDENT,55 COURTNEY RD,Fairfield,SC,
14744,145-02-14-011-000,CURRENT RESIDENT,67 COURTNEY RD,Fairfield,SC,
14745,145-02-14-010-000,CURRENT RESIDENT,89 COURTNEY RD,Fairfield,SC,
14746,106-00-01-005-000,CURRENT RESIDENT,3011 NEWBERRY ROAD,WS-Jackson,SC,
14747,131-00-00-049-000,CURRENT RESIDENT,FLINT HILL ROAD,Fairfield,SC,
14748,131-00-00-047-000,CURRENT RESIDENT,NE FLINT HILL RD RD,Fairfield,SC,
14749,162-00-03-006-000,CURRENT RESIDENT,2868 RESERVOIR RD,WS-Jackson,SC,
14750,068-00-00-016-000,CURRENT RESIDENT,DUMPERS CREEK,Fairfield,SC,
14751,069-00-00-011-000,CURRENT RESIDENT,SWEET PROSPECT RD RD,Fairfield,SC,
14752,069-00-00-006-000,CURRENT RESIDENT,N433 HENTZ,Fairfield,SC,
14753,069-00-00-005-000,CURRENT RESIDENT,SWEET PROSPECT RD RD,Fairfield,SC,
14754,167-04-04-001-000,CURRENT RESIDENT,7964 STATE HWY 34,Fairfield,SC,
14755,104-00-02-111-000,CURRENT RESIDENT,ARMSTRONG ROAD,WS-Jackson,SC,
14756,104-00-02-011-000,CURRENT RESIDENT,3600FT S INT HWY 34 & S- 20-38 DUE,WS-Jackson,SC,
14757,104-00-02-012-000,CURRENT RESIDENT,3600FT S INT HWY 34 & S-20-38 DU,WS-Jackson,SC,
14758,104-00-02-108-000,CURRENT RESIDENT,714 ARMSTRONG RD TRACT C-1,WS-Jackson,SC,
14759,104-00-02-015-000,CURRENT RESIDENT,TRACT C-2 ON ARMSTRONG PLAT,WS-Jackson,SC,
14760,104-00-02-101-000,CURRENT RESIDENT,ARMSTRONG RD,WS-Jackson,SC,
14761,104-00-02-107-000,CURRENT RESIDENT,704 ARMSTRONG ROAD,WS-Jackson,SC,
14762,104-00-03-071-000,CURRENT RESIDENT,469 ARMSTRONG ROAD,WS-Jackson,SC,
14763,127-00-03-071-000,CURRENT RESIDENT,708 OLD RIVER RD RD,Fairfield,SC,
14764,167-04-04-003-000,CURRENT RESIDENT,TOWN LOT,Ridgeway,SC,
14765,167-04-04-007-000,CURRENT RESIDENT,280 N DOGWOOD,Ridgeway,SC,
14766,167-04-04-004-000,CURRENT RESIDENT,SC 34 (OUTSIDE RIDGEWAY CITY LIMITS,Fairfield,SC,
14767,167-04-04-005-000,CURRENT RESIDENT,270 N DOGWOOD AVE,Ridgeway,SC,
14768,167-04-04-006-000,CURRENT RESIDENT,278 N COLEMAN RD,Ridgeway,SC,
14769,168-03-03-002-000,CURRENT RESIDENT,250 N DOGWOOD DR,Ridgeway,SC,
14770,168-03-03-003-000,CURRENT RESIDENT,240 N DOGWOOD DR,Ridgeway,SC,
14771,211-00-01-035-000,CURRENT RESIDENT,15922 STATE HWY 215,Fairfield,SC,
14772,211-00-01-047-000,CURRENT RESIDENT,ST HWY 215,Fairfield,SC,
14773,211-00-01-036-000,CURRENT RESIDENT,ST HWY 215,Fairfield,SC,
14774,126-01-47-003-000,CURRENT RESIDENT,208 S CONGRESS ST,WS-Winnsboro,SC,
14775,126-01-47-001-000,CURRENT RESIDENT,CONGRESS & LIBERTY,WS-Winnsboro,SC,
14776,071-02-01-010-000,CURRENT RESIDENT,229 DAVIS LANE,Fairfield,SC,
14777,071-02-01-013-000,CURRENT RESIDENT,105 MILO DRIVE,Fairfield,SC,
14778,071-02-01-016-000,CURRENT RESIDENT,83 MILO DRIVE,Fairfield,SC,
14779,071-02-01-025-000,CURRENT RESIDENT,3300FT E US-321/S-20-403 800FT N S-,Fairfield,SC,
14780,071-02-01-012-000,CURRENT RESIDENT,OFF TOATLEY ROAD,Fairfield,SC,
14781,071-02-01-001-000,CURRENT RESIDENT,US HWY 321,Fairfield,SC,
14782,071-02-01-029-000,CURRENT RESIDENT,TOATLEY RD,Fairfield,SC,
14783,071-02-01-028-000,CURRENT RESIDENT,S-20-403,Fairfield,SC,
14784,071-02-01-002-000,CURRENT RESIDENT,524 MOBLEY HWY,Fairfield,SC,
14785,071-02-01-026-000,CURRENT RESIDENT,N OF TOATLEY RD RD,Fairfield,SC,
14786,189-00-08-010-000,CURRENT RESIDENT,HOOVER LANE,Fairfield,SC,
14787,189-00-08-011-000,CURRENT RESIDENT,648 HOOVER LANE,Fairfield,SC,
14788,189-00-08-047-000,CURRENT RESIDENT,455 HOOVER LANE,Fairfield,SC,
14789,189-00-08-048-000,CURRENT RESIDENT,HOOVER LANE,Fairfield,SC,
14790,189-00-08-049-000,CURRENT RESIDENT,HOOVER LANE,Fairfield,SC,
14791,087-03-02-044-000,CURRENT RESIDENT,5566 & 5564 NEWBERRY RD & 3340 O AI,WS-Jackson,SC,
14792,105-01-00-001-000,CURRENT RESIDENT,NEWBERRY ROAD,WS-Jackson,SC,
14793,104-00-04-101-000,CURRENT RESIDENT,NEWBERRY RD,WS-Jackson,SC,
14794,102-00-00-010-000,CURRENT RESIDENT,TRACT 2 LILLIAN LEMMON EST,Fairfield,SC,
14795,102-00-00-009-000,CURRENT RESIDENT,NEWBERRY RD TRACT 1 & 54.62 AC,Fairfield,SC,
14796,102-00-00-008-000,CURRENT RESIDENT,NEWBERRY RD RD,Fairfield,SC,
14797,102-00-00-016-000,CURRENT RESIDENT,CLARK BRIDGE ROAD,Fairfield,SC,
14798,102-00-00-021-000,CURRENT RESIDENT,TRACT 6-A LILLIAN LEMMON EST,Fairfield,SC,
14799,102-00-00-020-000,CURRENT RESIDENT,TRACT 6-B LILLIAN LEMMON EST,Fairfield,SC,
14800,102-00-00-019-000,CURRENT RESIDENT,TRACT 6-C LILLIAN LEMMON EST,Fairfield,SC,
14801,102-00-00-017-000,CURRENT RESIDENT,CLARK BRIDGE ROAD,Fairfield,SC,
14802,102-00-00-018-000,CURRENT RESIDENT,CLARK BRIDGE ROAD,Fairfield,SC,
14803,102-00-00-024-000,CURRENT RESIDENT,1994 CLARK BRIDGE ROAD,Fairfield,SC,
14804,121-00-00-003-000,CURRENT RESIDENT,M 356 CRUMPTON HARDEN,Fairfield,SC,
14805,102-00-00-025-000,CURRENT RESIDENT,693 CLARK BRIDGE RD,Fairfield,SC,
14806,170-00-00-108-000,CURRENT RESIDENT,2368 BELLFIELD RD RD,Fairfield,SC,
14807,170-00-00-110-000,CURRENT RESIDENT,6453 SMALLWOOD RD,Fairfield,SC,
14808,170-00-00-111-000,CURRENT RESIDENT,1000FT S INT S-20-43 & S-20-46 W,Fairfield,SC,
14809,170-00-00-123-000,CURRENT RESIDENT,6348 SMALLWOOD RD (MH DE-TITLED),Fairfield,SC,
14810,170-00-00-109-000,CURRENT RESIDENT,6465 SMALLWOOD RD,Fairfield,SC,
14811,182-00-01-011-000,CURRENT RESIDENT,OFF HUNGRY HOLLOW RD RD,Fairfield,SC,
14812,182-00-01-023-000,CURRENT RESIDENT,181 LAVINIA LN,Fairfield,SC,
14813,182-00-01-030-000,CURRENT RESIDENT,LAVINIA LN,Fairfield,SC,
14814,164-03-02-057-000,CURRENT RESIDENT,LAVINIA LN,Fairfield,SC,
14815,164-03-02-004-000,CURRENT RESIDENT,506 & 508 OLD RUFF RD RD,Fairfield,SC,
14816,164-03-02-024-000,CURRENT RESIDENT,OLD RUFF RD,Fairfield,SC,
14817,164-03-02-051-000,CURRENT RESIDENT,723 LAVINIA LN,Fairfield,SC,
14818,164-03-02-023-000,CURRENT RESIDENT,508 LAVINIA LN,Fairfield,SC,
14819,164-03-02-056-000,CURRENT RESIDENT,LAVINIA LANE ROW LOT,Fairfield,SC,
14820,164-03-02-049-000,CURRENT RESIDENT,799 LAVINIA LANE LOT 8,Fairfield,SC,
14821,197-00-01-009-000,CURRENT RESIDENT,642 MANN ROAD,Fairfield,SC,
14822,080-00-00-024-000,CURRENT RESIDENT,5876 BUCKHEAD ROAD,Fairfield,SC,
14823,079-00-00-007-000,CURRENT RESIDENT,OFF GRANITE RD RD,Fairfield,SC,
14824,079-00-00-005-000,CURRENT RESIDENT,INT S-20-31 & S-20-12 W 475FT AT,Fairfield,SC,
14825,079-00-00-008-000,CURRENT RESIDENT,2112 OLD BLAIR ROAD,Fairfield,SC,
14826,080-00-00-023-000,CURRENT RESIDENT,1844 OLD BLAIR RD RD,Fairfield,SC,
14827,080-00-00-022-000,CURRENT RESIDENT,INT S-20-12 & S-20-31 S 400FT W S-,Fairfield,SC,
14828,079-00-00-006-000,CURRENT RESIDENT,OLD BLAIR ROAD,Fairfield,SC,
14829,079-00-00-010-000,CURRENT RESIDENT,2050 OLD BLAIR ROAD,Fairfield,SC,
14830,079-00-00-022-000,CURRENT RESIDENT,1926 OLD BLAIR ROAD,Fairfield,SC,
14831,107-03-12-013-000,CURRENT RESIDENT,TRACT F-3-ROXIE E MOSELY EST,Fairfield,SC,
14832,185-02-02-017-000,CURRENT RESIDENT,898 HOOD ROAD,Fairfield,SC,
14833,185-02-02-019-000,CURRENT RESIDENT,4450FT SW INT HWY 21 & 34CON & S-20,Fairfield,SC,
14834,185-04-02-010-000,CURRENT RESIDENT,984 HOOD ROAD,Fairfield,SC,
14835,185-04-02-011-000,CURRENT RESIDENT,1006 HOOD ROAD,Fairfield,SC,
14836,185-04-02-012-000,CURRENT RESIDENT,1022 HOOD ROAD,Fairfield,SC,
14837,185-04-02-013-000,CURRENT RESIDENT,1042 HOOD ROAD,Fairfield,SC,
14838,185-02-02-018-000,CURRENT RESIDENT,4600FT S S20-342/S20-74 W SIDE S-2,Fairfield,SC,
14839,185-04-02-007-000,CURRENT RESIDENT,4300FT SW HWY 21&34 S-20-74 W,Fairfield,SC,
14840,185-04-02-005-000,CURRENT RESIDENT,1162 HOOD ROAD,Fairfield,SC,
14841,185-04-02-006-000,CURRENT RESIDENT,310 RIDGEHILL RD LOT 18,Fairfield,SC,
14842,185-04-02-009-000,CURRENT RESIDENT,958 HOOD RD,Fairfield,SC,
14843,185-04-02-008-000,CURRENT RESIDENT,936 HOOD ROAD,Fairfield,SC,
14844,185-02-02-015-000,CURRENT RESIDENT,HOOD RD,Fairfield,SC,
14845,179-00-02-025-000,CURRENT RESIDENT,OFF ROWLEY DR DR,Fairfield,SC,
14846,143-00-00-017-000,CURRENT RESIDENT,STATE HWY 213,WS-Jackson,SC,
14847,143-00-00-016-000,CURRENT RESIDENT,STATE HWY SC-213,WS-Jackson,SC,
14848,114-02-04-026-000,CURRENT RESIDENT,851 WESTSHORE DR SEC 14 LOT 99,Fairfield,SC,
14849,114-02-04-025-000,CURRENT RESIDENT,845 WESTSHORE DR SEC 14 LOT 100,Fairfield,SC,
14850,114-02-04-038-000,CURRENT RESIDENT,LOT 100 ADDITION,Fairfield,SC,
14851,114-02-04-037-000,CURRENT RESIDENT,LOT 102 ADDITION,Fairfield,SC,
14852,114-02-04-039-000,CURRENT RESIDENT,1090 WESTSHORE DR,Fairfield,SC,
14853,114-02-04-001-000,CURRENT RESIDENT,143 WESTSHORE DR,Fairfield,SC,
14854,114-02-04-002-000,CURRENT RESIDENT,169 WESTSHORE DR SEC 14 LOT 125,Fairfield,SC,
14855,159-00-00-018-000,CURRENT RESIDENT,ST HWY 213,Fairfield,SC,
14856,159-00-00-015-000,CURRENT RESIDENT,11235 STATE HWY 213,Fairfield,SC,
14857,060-01-00-001-000,CURRENT RESIDENT,3800FT S INT S-20-55 & HWY 21 W H,Fairfield,SC,
14858,044-03-00-003-000,CURRENT RESIDENT,DEBUTARY RD RD,Fairfield,SC,
14859,043-00-00-069-000,CURRENT RESIDENT,4557 WATEREE RD RD,Fairfield,SC,
14860,043-00-00-067-000,CURRENT RESIDENT,4496 WATEREE RD RD,Fairfield,SC,
14861,043-00-00-077-000,CURRENT RESIDENT,WATEREE & DEBUTARY RDS,Fairfield,SC,
14862,106-00-02-001-000,CURRENT RESIDENT,3148 NEWBERRY RD,WS-Jackson,SC,
14863,106-00-01-021-000,CURRENT RESIDENT,3333 NEWBERRY RD,WS-Jackson,SC,
14864,105-00-00-044-000,CURRENT RESIDENT,NEWBERRY RD,WS-Jackson,SC,
14865,126-01-02-003-000,CURRENT RESIDENT,218 PARKLANE DRIVE,WS-Winnsboro,SC,
14866,126-01-02-034-000,CURRENT RESIDENT,FORTUNE SPRINGS PARK & OLD ARMORY,WS-Winnsboro,SC,
14867,126-01-02-005-000,CURRENT RESIDENT,560 ROOSEVELT STREET,WS-Jackson,SC,
14868,126-01-02-004-000,CURRENT RESIDENT,216 PARKLANE DRIVE,WS-Winnsboro,SC,
14869,125-02-05-009-000,CURRENT RESIDENT,206 PARKLANE DRIVE,WS-Jackson,SC,
14870,125-02-05-012-000,CURRENT RESIDENT,214 PARKLANE DRIVE,WS-Winnsboro,SC,
14871,125-02-05-013-000,CURRENT RESIDENT,E US-321 BYPASS PASS,WS-Jackson,SC,
14872,125-02-05-011-000,CURRENT RESIDENT,210 PARKLANE DRIVE,WS-Jackson,SC,
14873,165-00-02-018-000,CURRENT RESIDENT,1357 ROCKTON THRUWAY RD,Fairfield,SC,
14874,189-00-08-050-000,CURRENT RESIDENT,1183 CENTERVILLE ROAD,Fairfield,SC,
14875,206-00-01-006-000,CURRENT RESIDENT,1150 CENTERVILLE ROAD,Fairfield,SC,
14876,206-00-02-013-000,CURRENT RESIDENT,1223 CENTERVILLE ROAD,Fairfield,SC,
14877,137-04-02-004-000,CURRENT RESIDENT,"LOTS 3,4,5,6,7,8,9 COLE POINT",Fairfield,SC,
14878,182-00-03-001-000,CURRENT RESIDENT,US HWY 321 SOUTH,Fairfield,SC,
14879,164-04-00-031-000,CURRENT RESIDENT,GUMSPRINGS RD,Fairfield,SC,
14880,182-00-03-088-000,CURRENT RESIDENT,CHARMING CIRCLE,Fairfield,SC,
14881,018-00-00-012-000,CURRENT RESIDENT,NW INT US HWY 321 N & TWO CREEK RD,Fairfield,SC,
14882,176-03-01-055-000,CURRENT RESIDENT,OFF HWY 215,Fairfield,SC,
14883,176-03-01-060-000,CURRENT RESIDENT,10298 STATE HWY 215,Fairfield,SC,
14884,193-00-01-003-000,CURRENT RESIDENT,SC-215 S,Fairfield,SC,
14885,176-03-01-058-000,CURRENT RESIDENT,10236 STATE HWY 215,Fairfield,SC,
14886,176-03-01-059-000,CURRENT RESIDENT,10348 STATE HWY 215,Fairfield,SC,
14887,193-00-01-002-000,CURRENT RESIDENT,10396 ST HWY 215,Fairfield,SC,
14888,160-00-00-063-000,CURRENT RESIDENT,LANDIS RD,Fairfield,SC,
14889,163-03-00-008-000,CURRENT RESIDENT,RION RD-LOT D,Fairfield,SC,
14890,189-00-07-019-000,CURRENT RESIDENT,218 PARK ROAD,Fairfield,SC,
14891,189-00-08-001-000,CURRENT RESIDENT,PARK RD TRACT A,Fairfield,SC,
14892,189-00-08-051-000,CURRENT RESIDENT,220 PARK ROAD,Fairfield,SC,
14893,158-00-04-103-000,CURRENT RESIDENT,STATE HWY 213,Fairfield,SC,
14894,158-00-04-099-000,CURRENT RESIDENT,12093 STATE HWY 213,Fairfield,SC,
14895,158-00-02-100-000,CURRENT RESIDENT,183 LITTLE RIVER CHURCH RD,Fairfield,SC,
14896,043-00-00-045-000,CURRENT RESIDENT,14547 US HWY 21 NORTH,Fairfield,SC,
14897,043-00-00-047-000,CURRENT RESIDENT,45 FUNDERBURK TRAIL,Fairfield,SC,
14898,126-01-11-029-000,CURRENT RESIDENT,214 HUDSON STREET,Winnsboro,SC,
14899,126-02-04-002-000,CURRENT RESIDENT,303 BRATTON STREET,Winnsboro,SC,
14900,126-02-04-003-000,CURRENT RESIDENT,315 BRATTON STREET,Winnsboro,SC,
14901,126-02-04-017-000,CURRENT RESIDENT,404 HUDSON STREET,Winnsboro,SC,
14902,126-02-04-004-000,CURRENT RESIDENT,321 BRATTON STREET,Winnsboro,SC,
14903,126-02-05-001-000,CURRENT RESIDENT,119 CATHCART CIR,Winnsboro,SC,
14905,066-00-00-015-000,CURRENT RESIDENT,2698 HARDEN ROAD,Fairfield,SC,
14906,066-00-00-014-000,CURRENT RESIDENT,2808 HARDEN RD,Fairfield,SC,
14907,066-00-00-012-000,CURRENT RESIDENT,HARDEN RD,Fairfield,SC,
14908,066-00-00-013-000,CURRENT RESIDENT,2844 HARDEN ROAD,Fairfield,SC,
14909,194-00-03-052-000,CURRENT RESIDENT,TRACTS 1-A & 1-D VIOLA KENNEDY EST,Fairfield,SC,
14910,194-00-04-061-000,CURRENT RESIDENT,KENNEDY RD,Fairfield,SC,
14911,194-00-04-063-000,CURRENT RESIDENT,2247 KENNEDY RD,Fairfield,SC,
14912,195-00-01-067-000,CURRENT RESIDENT,OFF KENNEDY RD RD,Fairfield,SC,
14913,195-00-01-068-000,CURRENT RESIDENT,GLENNS BRIDGE RD,Fairfield,SC,
14914,075-00-00-018-000,CURRENT RESIDENT,PARALLEL DRIVE,WS-Wateree,SC,
14915,075-00-00-003-000,CURRENT RESIDENT,WEST OF I-77,Fairfield,SC,
14916,213-00-00-013-000,CURRENT RESIDENT,254 BOOKMANS MILL RD,Fairfield,SC,
14917,213-00-00-057-000,CURRENT RESIDENT,SC HWY 269 & LANDIS RD RD,Fairfield,SC,
14918,213-00-00-058-000,CURRENT RESIDENT,208 BOOKMANS MILL RD,Fairfield,SC,
14919,042-00-00-043-000,CURRENT RESIDENT,CAMP WELFARE RD TRACTS B-1 B-3 B-4,Fairfield,SC,
14920,042-00-00-071-000,CURRENT RESIDENT,WATEREE ROAD,Fairfield,SC,
14921,042-00-00-031-000,CURRENT RESIDENT,CAMP WELFARE RD,Fairfield,SC,
14922,183-00-01-013-000,CURRENT RESIDENT,1664 DEVILS RACE TRACK ROAD,Fairfield,SC,
14923,183-00-01-014-000,CURRENT RESIDENT,1636 DEVILS RACE TRACK RD RD,Fairfield,SC,
14924,183-00-01-015-000,CURRENT RESIDENT,DEVILS RACE TRACK RD RD,Fairfield,SC,
14925,198-00-05-023-000,CURRENT RESIDENT,184 ST LUKE CHURCH RD RD,Fairfield,SC,
14926,071-04-02-015-000,CURRENT RESIDENT,N & E OF CATAWBA WOOD YRDON HWY 321,Fairfield,SC,
14927,071-00-00-020-000,CURRENT RESIDENT,3500FT S INT 321 & S-20 -44 500FT,Fairfield,SC,
14928,071-04-02-001-000,CURRENT RESIDENT,3500FT S INT 321 & S-20 -44 1800FT,Fairfield,SC,
14929,071-04-02-002-000,CURRENT RESIDENT,TOATLEY ROAD,Fairfield,SC,
14930,071-04-02-016-000,CURRENT RESIDENT,DR TAYLOR NO X91-79-054,Fairfield,SC,
14931,119-00-01-001-000,CURRENT RESIDENT,OFF LADD RD RD,Fairfield,SC,
14932,119-00-01-006-000,CURRENT RESIDENT,2342 LADD ROAD,Fairfield,SC,
14933,099-00-00-051-000,CURRENT RESIDENT,1053 PEARSON RD,Fairfield,SC,
14934,100-00-00-005-000,CURRENT RESIDENT,LADDS RD,Fairfield,SC,
14935,101-00-00-010-000,CURRENT RESIDENT,24 LADDS RD,Fairfield,SC,
14936,082-00-00-057-000,CURRENT RESIDENT,S OF SC-34,Fairfield,SC,
14937,101-00-00-009-000,CURRENT RESIDENT,ST HWY 215 N,Fairfield,SC,
14939,118-00-00-002-000,CURRENT RESIDENT,INT S-20-99 & SC 34 S-5250 W 8,Fairfield,SC,
14940,119-00-01-005-000,CURRENT RESIDENT,LADD ROAD,Fairfield,SC,
14941,118-00-00-003-000,CURRENT RESIDENT,PEARSON ROAD,Fairfield,SC,
14942,118-00-00-004-000,CURRENT RESIDENT,77 REMINGTON DRIVE,Fairfield,SC,
14943,099-00-00-050-000,CURRENT RESIDENT,W OF S-20-99,Fairfield,SC,
14944,082-00-00-052-000,CURRENT RESIDENT,9300FT W OF INT SC 215 & SC 34 E ON,Fairfield,SC,
14945,100-00-00-053-000,CURRENT RESIDENT,W OF INT SC 34 & SC 215,Fairfield,SC,
14946,082-00-00-056-000,CURRENT RESIDENT,15099 NEWBERRY ROAD,Fairfield,SC,
14947,101-00-00-004-000,CURRENT RESIDENT,"674,796 & 734 STATE HWY 215 SOUTH",Fairfield,SC,
14948,100-00-00-008-000,CURRENT RESIDENT,876 STATE HWY 215 SOUTH,Fairfield,SC,
14949,082-00-00-055-000,CURRENT RESIDENT,15123 NEWBERRY RD RD,Fairfield,SC,
14950,104-00-02-102-000,CURRENT RESIDENT,ARMSTRONG RD,WS-Jackson,SC,
14951,104-00-02-109-000,CURRENT RESIDENT,ARMSTRONG RD,WS-Jackson,SC,
14952,085-00-00-007-000,CURRENT RESIDENT,2716 OLD DOUGLASS ROAD,Fairfield,SC,
14953,085-00-00-008-000,CURRENT RESIDENT,2584 OLD DOUGLASS RD,Fairfield,SC,
14954,104-00-02-104-000,CURRENT RESIDENT,118 ARMSTRONG RD,WS-Jackson,SC,
14955,104-00-02-005-000,CURRENT RESIDENT,ARMSTRONG ROAD,WS-Jackson,SC,
14956,102-00-00-005-000,CURRENT RESIDENT,NEWBERRY ROAD,Fairfield,SC,
14957,084-00-00-010-000,CURRENT RESIDENT,NEWBERRY RD PARCEL C M H WILKE,Fairfield,SC,
14958,102-00-00-012-000,CURRENT RESIDENT,9974 NEWBERRY RD RD,Fairfield,SC,
14959,103-00-00-010-000,CURRENT RESIDENT,4200FT NW INT HWY 34 & S-20-365,Fairfield,SC,
14960,103-00-00-001-000,CURRENT RESIDENT,DUE E INT S-20-204 & HWY 34 640,Fairfield,SC,
14961,102-00-00-006-000,CURRENT RESIDENT,NEWBERRY ROAD,Fairfield,SC,
14962,103-00-00-008-000,CURRENT RESIDENT,NEWBERRY RD RD,Fairfield,SC,
14963,088-00-00-060-000,CURRENT RESIDENT,3417 OLD CHESTER RD,WS-Jackson,SC,
14964,088-00-00-077-000,CURRENT RESIDENT,OLD CHESTER RD RD,Fairfield,SC,
14965,088-00-00-075-000,CURRENT RESIDENT,23 FEE RD,WS-Jackson,SC,
14966,088-00-00-057-000,CURRENT RESIDENT,3249 OLD CHESTER ROAD & US HWY 321,WS-Jackson,SC,
14967,088-00-00-056-000,CURRENT RESIDENT,3121 OLD CHESTER RD,WS-Jackson,SC,
14968,088-00-00-068-000,CURRENT RESIDENT,OFF CHESTER RD RD,WS-Jackson,SC,
14969,088-00-00-076-000,CURRENT RESIDENT,FEE RD RD,Fairfield,SC,
14970,106-00-03-001-000,CURRENT RESIDENT,US HWY 321 NORTH,WS-Jackson,SC,
14971,088-00-00-067-000,CURRENT RESIDENT,2882 US HWY 321,WS-Jackson,SC,
14972,088-00-00-063-000,CURRENT RESIDENT,158 FEE ROAD,WS-Jackson,SC,
14973,088-00-00-066-000,CURRENT RESIDENT,167 FEE ROAD,WS-Jackson,SC,
14974,088-00-00-065-000,CURRENT RESIDENT,167 FEE RD,WS-Jackson,SC,
14975,088-00-00-061-000,CURRENT RESIDENT,3044 US HWY 321 NORTH,WS-Jackson,SC,
14976,088-00-00-062-000,CURRENT RESIDENT,122 FEE ROAD,WS-Jackson,SC,
14977,163-00-00-040-000,CURRENT RESIDENT,STATE HWY 269,WS-Jackson,SC,
14978,163-00-00-009-000,CURRENT RESIDENT,282 AC TRACT,WS-Jackson,SC,
14979,115-03-01-042-000,CURRENT RESIDENT,1643 KINGFISHER DRIVE SEC 14 LOT 3,Fairfield,SC,
14980,002-00-00-011-000,CURRENT RESIDENT,11801 ST HWY #215-N,Fairfield,SC,
14981,078-01-00-007-000,CURRENT RESIDENT,1905 SHANGRI-LA DR SEC 22,Fairfield,SC,
14982,078-01-00-008-000,CURRENT RESIDENT,SHANGRI-LA,Fairfield,SC,
14983,078-01-00-010-000,CURRENT RESIDENT,2093 SHANGRI-LA DR SEC 22 LOT 46,Fairfield,SC,
14984,078-01-00-009-000,CURRENT RESIDENT,2003 SHANGRI-LA DR SEC 22 LOT 45,Fairfield,SC,
14985,044-03-00-004-000,CURRENT RESIDENT,12000FT NE OF INT S-20-55& DT RD N,Fairfield,SC,
14986,072-00-00-007-000,CURRENT RESIDENT,MOBLEY HWY,WS-Wateree,SC,
14987,193-00-01-001-000,CURRENT RESIDENT,SC-215 S,Fairfield,SC,
14988,107-03-10-002-000,CURRENT RESIDENT,727 PEAYS FERRY ROAD,Fairfield,SC,
14989,107-03-10-001-000,CURRENT RESIDENT,SC 200 & PEAYS FERRY RD RD,Fairfield,SC,
14990,107-03-05-015-000,CURRENT RESIDENT,31 OLD CHESTER ROAD,Fairfield,SC,
14991,107-03-05-014-000,CURRENT RESIDENT,43 OLD CHESTER RD RD,Fairfield,SC,
14992,107-03-05-011-000,CURRENT RESIDENT,89 OLD CHESTER RD RD,Fairfield,SC,
14993,107-03-05-010-000,CURRENT RESIDENT,119 137 139 155 & 173 OLD CHESTER RD,Fairfield,SC,
14994,107-03-05-009-000,CURRENT RESIDENT,OLD CHESTER RD RD,Fairfield,SC,
14995,181-00-04-042-000,CURRENT RESIDENT,GREENBRIER MOSSYDALE RD,Fairfield,SC,
14996,181-00-04-043-000,CURRENT RESIDENT,1662 GREENBRIER MOSSYDALE RD,Fairfield,SC,
14998,181-00-04-045-000,CURRENT RESIDENT,GREENBRIER MOSSYDALE RD,Fairfield,SC,
14999,086-00-02-047-000,CURRENT RESIDENT,6392 NEWBERRY RD RD,Fairfield,SC,
15000,083-00-00-003-000,CURRENT RESIDENT,INT S-20-204 & S-20-346 E1150FT S,Fairfield,SC,
15001,066-00-00-032-000,CURRENT RESIDENT,2819 & 2825 POSSUM BRANCH ROAD,Fairfield,SC,
15002,063-00-00-002-000,CURRENT RESIDENT,4645 99 ROAD,Fairfield,SC,
15003,014-00-00-037-000,CURRENT RESIDENT,ASHFORD FERRY RD,Fairfield,SC,
15004,014-00-00-053-000,CURRENT RESIDENT,ASHFORD FERRY RD,Fairfield,SC,
15005,144-02-02-044-000,CURRENT RESIDENT,333 CEDAR COURT EXT,WS-Wateree,SC,
15006,144-02-02-050-000,CURRENT RESIDENT,CEDAR COURT EXT,WS-Wateree,SC,
15007,145-02-07-006-000,CURRENT RESIDENT,264 FAGAN RD,Fairfield,SC,
15008,145-02-07-008-000,CURRENT RESIDENT,GOLF COURSE RD,Fairfield,SC,
15009,145-02-07-009-000,CURRENT RESIDENT,280 FAGAN RD,Fairfield,SC,
15010,145-02-07-020-000,CURRENT RESIDENT,441 GOLF COURSE RD,Fairfield,SC,
15011,145-02-07-010-000,CURRENT RESIDENT,337 GOLF COURSE RD,Fairfield,SC,
15012,145-02-07-011-000,CURRENT RESIDENT,381 GOLF COURSE ROAD,Fairfield,SC,
15013,145-02-07-012-000,CURRENT RESIDENT,308 FAGAN RD,Fairfield,SC,
15014,145-02-07-017-000,CURRENT RESIDENT,397 GOLF COURSE ROAD,Fairfield,SC,
15015,145-02-07-019-000,CURRENT RESIDENT,GOLF COURSE RD,Fairfield,SC,
15016,145-02-07-018-000,CURRENT RESIDENT,GOLF COURSE ROAD,Fairfield,SC,
15017,195-00-04-056-000,CURRENT RESIDENT,TRACTS 3-A & 3-B VIOLA KENNEDY EST,Fairfield,SC,
